,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
70,Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,10.0,1,0.8181817438016598,0.026960784247645135,12.571428571428571,0.59375,5.266071428571429,12.571428571428571,209.0,352.0,3.026086956521739,10.0,7.676136363636363
71,Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,13.0,0,0.9999999230769291,0.03542234322773204,16.68421052631579,0.5520504731861199,6.894504399800765,16.68421052631579,175.0,317.0,2.8645161290322583,4.0,7.5362776025236595
72,Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,26.0,4,0.7333333088888897,0.044313146167927406,13.55813953488372,0.5677530017152659,5.650357014639595,13.55813953488372,331.0,583.0,2.910994764397906,5.0,7.7066895368782165
73,Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,6.0,2,0.4999999375000079,0.024691357948483462,20.615384615384617,0.47388059701492535,8.435706084959817,20.615384615384617,127.0,268.0,2.7992424242424243,3.0,7.4440298507462686
74,Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8.0,0,0.9999998750000157,0.019753086370980034,14.652173913043478,0.486646884272997,6.055528318926591,14.652173913043478,164.0,337.0,2.800604229607251,2.0,7.507418397626113
75,Netclan20241092,https://insights.blackcoffer.com/medical-classification/,5.0,1,0.6666665555555741,0.02714932114412072,19.333333333333332,0.5402298850574713,7.949425287356322,19.333333333333332,94.0,174.0,3.0994152046783627,2.0,8.022988505747126
76,Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,10.0,2,0.6666666111111158,0.034883720828826396,12.958333333333334,0.4887459807073955,5.378831725616292,12.958333333333334,152.0,310.0,2.8112582781456954,4.0,7.496774193548387
77,Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,7.0,2,0.5555554938271674,0.02542372874174088,15.68421052631579,0.540268456375839,6.489791593076652,15.68421052631579,161.0,298.0,2.870629370629371,4.0,7.432885906040268
78,Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4.0,0,0.9999997500000625,0.015999999936,18.636363636363637,0.5707317073170731,7.6828381374722845,18.636363636363637,117.0,205.0,3.185,2.0,8.039024390243902
79,Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,4.0,7,-0.2727272479338866,0.03859649109264389,14.875,0.6218487394957983,6.1987394957983195,14.875,148.0,238.0,3.192982456140351,1.0,7.802521008403361
80,Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,4.0,10,-0.42857139795918586,0.04229607237977018,14.3,0.486013986013986,5.914405594405595,14.3,139.0,286.0,2.7597173144876326,6.0,7.171328671328672
81,Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,5.0,0,0.99999980000004,0.013550135464633779,13.695652173913043,0.4984126984126984,5.677625948930297,13.695652173913043,157.0,315.0,2.85472972972973,1.0,7.5587301587301585
82,Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5.0,0,0.99999980000004,0.022624434286767265,14.583333333333334,0.56,6.057333333333334,14.583333333333334,98.0,175.0,3.146198830409357,1.0,8.217142857142857
83,Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,11.0,1,0.8333332638888947,0.043165467470627814,18.0,0.5256410256410257,7.410256410256411,18.0,123.0,233.0,3.0837004405286343,1.0,8.133047210300429
84,Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,8.0,5,0.23076921301775286,0.03939393927456382,11.461538461538462,0.4966442953020134,4.7832731027361906,11.461538461538462,148.0,298.0,2.9375,2.0,7.724832214765101
85,Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,13.0,3,0.6249999609375024,0.04155844145049756,15.238095238095237,0.5,6.295238095238095,15.238095238095237,160.0,320.0,2.805732484076433,1.0,7.496875
86,Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,4.0,0,0.9999997500000625,0.012903225764828304,14.666666666666666,0.5151515151515151,6.072727272727273,14.666666666666666,136.0,264.0,3.023166023166023,1.0,7.848484848484849
87,Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6.0,0,0.9999998333333611,0.027027026905283663,20.444444444444443,0.5652173913043478,8.403864734299516,20.444444444444443,104.0,184.0,3.066666666666667,2.0,7.815217391304348
88,Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,5.0,1,0.6666665555555741,0.02205882344831315,12.555555555555555,0.5929203539823009,5.259390363815143,12.555555555555555,134.0,226.0,3.2027027027027026,1.0,8.225663716814159
89,Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,6.0,1,0.7142856122449125,0.022801302857324745,13.238095238095237,0.49280575539568344,5.492360397396368,13.238095238095237,137.0,278.0,3.1444444444444444,3.0,8.12589928057554
90,Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4.0,0,0.9999997500000625,0.014440433160864862,12.368421052631579,0.5191489361702127,5.155027995520717,12.368421052631579,122.0,235.0,3.013100436681223,2.0,7.821276595744681
91,Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,10.0,1,0.8181817438016598,0.044354838530827265,24.333333333333332,0.5616438356164384,9.957990867579909,24.333333333333332,123.0,219.0,2.9537037037037037,2.0,7.47945205479452
92,Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,4.0,6,-0.19999998000000202,0.034843205453508,19.615384615384617,0.5333333333333333,8.059487179487181,19.615384615384617,136.0,255.0,2.8247011952191237,1.0,7.466666666666667
93,Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,20.0,2,0.8181817809917372,0.03293413168722435,14.65,0.5358361774744027,6.074334470989761,14.65,314.0,586.0,2.770175438596491,2.0,7.2542662116040955
94,Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,20.0,1,0.9047618616780065,0.03143712570144143,13.818181818181818,0.5213815789473685,5.735825358851675,13.818181818181818,317.0,607.0,2.773109243697479,1.0,7.235584843492586
95,Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4.0,0,0.9999997500000625,0.018604651076257438,17.3,0.5953757225433526,7.158150289017342,17.3,103.0,173.0,3.1705882352941175,1.0,8.052023121387283
96,Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,6.0,3,0.33333329629630043,0.027950310472204004,12.73913043478261,0.4778156996587031,5.286778453776525,12.73913043478261,140.0,292.0,2.8185053380782916,2.0,7.164383561643835
97,Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,7.0,2,0.5555554938271674,0.034615384482248525,15.266666666666667,0.5283842794759825,6.31802037845706,15.266666666666667,121.0,229.0,2.915929203539823,1.0,7.646288209606987
98,Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6.0,4,0.19999998000000202,0.03086419743560433,12.826086956521738,0.46779661016949153,5.317553426676493,12.826086956521738,138.0,295.0,2.7560975609756095,1.0,7.254237288135593
99,Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4.0,1,0.599999880000024,0.016722407970828065,15.352941176470589,0.5747126436781609,6.3710615280595,15.352941176470589,150.0,261.0,2.984375,4.0,7.67816091954023
100,Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,10.0,2,0.6666666111111158,0.030150753693088558,15.666666666666666,0.574468085106383,6.49645390070922,15.666666666666666,189.0,327.0,2.996904024767802,5.0,7.914373088685015
101,Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,7.0,0,0.9999998571428775,0.023972602657628073,11.727272727272727,0.562015503875969,4.9157152924594785,11.727272727272727,145.0,258.0,3.039840637450199,4.0,7.589147286821706
102,Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,7.0,3,0.39999996000000404,0.028985507162360848,13.565217391304348,0.47115384615384615,5.6145484949832785,13.565217391304348,147.0,312.0,2.7457627118644066,4.0,7.080128205128205
103,Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4.0,1,0.599999880000024,0.021186440588193047,16.25,0.6153846153846154,6.746153846153847,16.25,120.0,195.0,3.140625,3.0,8.03076923076923
104,Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,5.0,2,0.4285713673469475,0.020114942470934073,15.368421052631579,0.5308219178082192,6.359697188175919,15.368421052631579,155.0,292.0,2.9430604982206408,4.0,7.469178082191781
105,Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,4.0,0,0.9999997500000625,0.021857923377825557,18.375,0.5986394557823129,7.589455782312925,18.375,88.0,147.0,3.2291666666666665,1.0,8.17687074829932
106,Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,20.0,3,0.7391304026465042,0.04331450086004802,11.186046511627907,0.49272349272349275,4.67150800174056,11.186046511627907,237.0,481.0,2.691983122362869,2.0,7.051975051975052
108,Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,11.0,0,0.9999999090909174,0.02827763488874644,14.454545454545455,0.44025157232704404,5.957918810749,14.454545454545455,140.0,318.0,2.625,2.0,6.852201257861635
109,Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,4.0,2,0.33333327777778704,0.015075376846544279,13.695652173913043,0.5142857142857142,5.683975155279503,13.695652173913043,162.0,315.0,2.8493150684931505,1.0,7.146031746031746
110,Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,8.0,0,0.9999998750000157,0.03225806438605619,16.615384615384617,0.5601851851851852,6.870227920227922,16.615384615384617,121.0,216.0,3.056872037914692,1.0,7.62962962962963
111,Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,12.0,4,0.4999999687500019,0.04761904747732426,10.814814814814815,0.523972602739726,4.5355149670218164,10.814814814814815,153.0,291.0,2.8636363636363638,3.0,7.278350515463917
112,Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,11.0,3,0.5714285306122479,0.03954802248715248,15.142857142857142,0.4716981132075472,6.245822102425876,15.142857142857142,150.0,318.0,2.787781350482315,6.0,7.235849056603773
113,Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,12.0,2,0.7142856632653098,0.030172413728076695,15.185185185185185,0.4658536585365854,6.260415537488709,15.185185185185185,191.0,410.0,2.7202970297029703,7.0,7.221951219512195
114,Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,9.0,2,0.636363578512402,0.033033032933834736,13.227272727272727,0.4639175257731959,5.47647610121837,13.227272727272727,135.0,291.0,2.7762237762237763,3.0,7.154639175257732
115,Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,18.0,0,0.9999999444444475,0.05027932946849349,15.363636363636363,0.4526627218934911,6.326519634211942,15.363636363636363,153.0,335.0,2.7095808383233533,2.0,7.137313432835821
116,Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,4.0,0,0.9999997500000625,0.018604651076257438,11.6,0.5804597701149425,4.872183908045977,11.6,101.0,174.0,3.2176470588235295,3.0,8.224137931034482
117,Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,8.0,1,0.7777776913580343,0.03202846963690936,11.85,0.569620253164557,4.967848101265822,11.85,135.0,237.0,3.213675213675214,1.0,8.265822784810126
118,Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,4.0,2,0.33333327777778704,0.023715414926026027,18.545454545454547,0.5735294117647058,7.647593582887701,18.545454545454547,117.0,204.0,3.118556701030928,2.0,7.8088235294117645
119,Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,10.0,0,0.99999990000001,0.025839793214884256,14.363636363636363,0.5759493670886076,5.9758342922899885,14.363636363636363,182.0,316.0,3.0415335463258786,3.0,7.955696202531645
120,Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,4.0,0,0.9999997500000625,0.011560693608206088,11.56,0.5501730103806228,4.84406920415225,11.56,159.0,289.0,2.8776223776223775,4.0,7.633217993079585
121,Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,3.0,0,0.9999996666667778,0.014150943329476683,3.9722222222222223,0.6013986013986014,1.8294483294483297,3.9722222222222223,86.0,143.0,4.292857142857143,2.0,11.356643356643357
122,Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,5.0,0,0.99999980000004,0.0221238937074164,12.266666666666667,0.6195652173913043,5.154492753623189,12.266666666666667,114.0,184.0,3.2430939226519335,1.0,8.228260869565217
123,Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,9.0,0,0.9999998888889013,0.037656903608130114,12.1875,0.5794871794871795,5.106794871794872,12.1875,113.0,195.0,3.15625,1.0,8.112820512820512
124,Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,6.0,2,0.4999999375000079,0.034482758472057076,16.727272727272727,0.5434782608695652,6.9083003952569175,16.727272727272727,100.0,184.0,3.134831460674157,1.0,7.885869565217392
125,Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,6.0,1,0.7142856122449125,0.03271028022098,10.9375,0.6114285714285714,4.619571428571429,10.9375,107.0,175.0,3.288235294117647,1.0,8.297142857142857
126,Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,5.0,1,0.6666665555555741,0.02857142843537415,11.4,0.6140350877192983,4.80561403508772,11.4,105.0,171.0,3.232142857142857,1.0,8.263157894736842
127,Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,11.0,0,0.9999999090909174,0.033232628298390854,13.545454545454545,0.5201342281879194,5.626235509456986,13.545454545454545,155.0,298.0,2.8780487804878048,4.0,7.493288590604027
128,Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,4.0,0,0.9999997500000625,0.01606425696359736,10.19047619047619,0.5934579439252337,4.31357365376057,10.19047619047619,127.0,214.0,3.3076923076923075,3.0,8.476635514018692
129,Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,5.0,8,-0.23076921301775286,0.03217821774213313,16.545454545454547,0.5467032967032966,6.836863136863137,16.545454545454547,199.0,363.0,2.8659217877094973,4.0,7.347107438016529
130,Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,11.0,3,0.5714285306122479,0.04810996547041249,14.941176470588236,0.515748031496063,6.18276980083372,14.941176470588236,131.0,254.0,2.8987854251012144,2.0,7.547244094488189
131,Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,15.0,2,0.7647058373702448,0.04438642286060986,12.76923076923077,0.572289156626506,5.336607970342911,12.76923076923077,190.0,330.0,3.0,7.0,7.739393939393939
132,Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,11.0,3,0.5714285306122479,0.043478260734539566,13.714285714285714,0.5069444444444444,5.688492063492063,13.714285714285714,146.0,287.0,2.891696750902527,4.0,7.564459930313589
133,Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,7.0,0,0.9999998571428775,0.020231213814360653,11.25925925925926,0.4868421052631579,4.698440545808967,11.25925925925926,148.0,304.0,2.8963210702341136,1.0,7.680921052631579
134,Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,6.0,1,0.7142856122449125,0.020895522325685006,12.208333333333334,0.5221843003412969,5.092207053469853,12.208333333333334,153.0,293.0,2.913793103448276,7.0,7.877133105802048
135,Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,5.0,0,0.99999980000004,0.020080321204496702,14.133333333333333,0.5754716981132075,5.8835220125786165,14.133333333333333,122.0,212.0,3.15311004784689,1.0,7.962264150943396
136,Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,5.0,2,0.4285713673469475,0.028455284437173642,19.272727272727273,0.5707547169811321,7.937392795883362,19.272727272727273,121.0,212.0,3.106280193236715,1.0,7.9245283018867925
137,Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,6.0,0,0.9999998333333611,0.025210083927688722,14.285714285714286,0.6,5.954285714285715,14.285714285714286,120.0,200.0,3.263959390862944,1.0,8.295
138,Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,6.0,0,0.9999998333333611,0.02489626545686197,15.76923076923077,0.5951219512195122,6.545741088180113,15.76923076923077,122.0,205.0,3.207920792079208,1.0,8.151219512195121
139,Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,6.0,0,0.9999998333333611,0.02489626545686197,13.666666666666666,0.5804878048780487,5.6988617886178865,13.666666666666666,119.0,205.0,3.2487562189054726,1.0,8.195121951219512
140,Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,5.0,0,0.99999980000004,0.02222222212345679,17.181818181818183,0.5714285714285714,7.1012987012987026,17.181818181818183,108.0,189.0,3.1344086021505375,1.0,8.058201058201059
141,Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,5.0,0,0.99999980000004,0.021834061040025936,16.0,0.5885416666666666,6.635416666666668,16.0,113.0,192.0,3.185185185185185,1.0,8.0625
142,Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,6.0,2,0.4999999375000079,0.02492211830242331,14.5,0.4559386973180077,5.982375478927203,14.5,119.0,261.0,2.9192825112107625,3.0,6.900383141762452
143,Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,15.0,8,0.3043478128544429,0.03091397845307261,11.327868852459016,0.4109985528219971,4.695546962112405,11.327868852459016,284.0,691.0,2.580209895052474,6.0,7.108538350217077
144,Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,10.0,6,0.24999998437500096,0.03206412819225626,13.806451612903226,0.5467289719626168,5.741272233946337,13.806451612903226,234.0,427.0,2.959798994974874,2.0,7.4496487119437935
145,Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,15.0,8,0.3043478128544429,0.030872483180036936,14.978260869565217,0.46008708272859217,6.175339180917524,14.978260869565217,317.0,687.0,2.7111801242236027,3.0,6.97962154294032
146,Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,23.0,17,0.1499999962500001,0.03759398492707332,13.256756756756756,0.48216106014271154,5.495567126759788,13.256756756756756,473.0,981.0,2.7262277951933123,5.0,6.948012232415902
